house_id,lat,long,hours_of_sunlight_per_year,sq_ft_available_for_solar_panels,Block,energy_type,total_gas_usage,total_usage,sq_ft_available_for_solar_panels_block_avg,hours_of_sunlight_per_year_block_avg,total_energy_usage,geo_cluster
ff221f3b,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
049a7656,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
be1bb29f,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
d3144e50,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
1f3a01bf,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
cbe5086f,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
9821ca91,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
4ab7e485,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
50ac43b7,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
32bf6cc1,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
f9e2a221,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
90d0a8ca,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
3cb9df79,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
e738d7e1,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
507b5f85,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
48b97b48,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
05fbf543,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
55ac4731,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
1ac019fa,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
1ba7ed1a,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
ae6a20f1,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
08c81255,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
33b4da76,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
83a5899e,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
9e0fe1b7,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
7a87eba8,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
b7756470,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
05737c8f,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
897ab3bb,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
a162c2c5,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
89027469,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
382c402d,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
0f8a7bf0,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
b786cf8f,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
6f95f786,0.9300449861650542,0.7787426248466289,1410.4,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
22c2f9c3,0.9515917220791934,0.7729422985713512,1497.0,5744.0,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
62055f92,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
75475bea,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
12561001,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
da487582,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
0bfdae17,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
31db5bdb,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
c7a19f9f,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
1d5a34d1,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
2256535a,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
0908d410,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
9ea35bbf,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
a911dc8b,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
0e165b36,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
04186cea,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
6ada14cb,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
aff381b8,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
67141f05,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
4f0c29a4,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
8bd1cf1e,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
7f75850a,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
eaebc244,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
9a0a005b,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
bfb1820e,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
bb0da029,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
f6c45316,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
7ca95015,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
a090b6f5,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
df3d065e,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
f7bb6c5b,0.9515917220791934,0.7729422985713512,1425.4,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
2cda175a,0.95047023160663,0.8086054085599272,1389.0,8933.0,811700-2,Meter,,139.52,2951.0235294117647,1386.1368421052632,139.52,3
731869a6,0.9504844299529545,0.8086244079504468,1389.0,8933.0,811700-2,None,,,2951.0235294117647,1386.1368421052632,,3
d94c27ee,0.95047023160663,0.8086054085599272,1389.0,3334.230769230769,811700-2,None,,,2951.0235294117647,1386.1368421052632,,3
4c50f9e4,0.9504986282992824,0.8086434073409521,1389.0,8933.0,811700-2,Both,340513.19999999995,,2951.0235294117647,1386.1368421052632,,3
41214891,0.95047023160663,0.8086054085599272,1389.0,3334.230769230769,811700-2,None,,,2951.0235294117647,1386.1368421052632,,3
6507e552,0.95047023160663,0.8086054085599272,1389.0,3334.230769230769,811700-2,None,,,2951.0235294117647,1386.1368421052632,,3
f146ae5f,0.9504844299529545,0.8086244079504468,1389.0,3334.230769230769,811700-2,None,,,2951.0235294117647,1386.1368421052632,,3
d3cfe924,0.9628191820387642,0.7761459963687685,1281.0,1039.0,811900-1,None,,,1966.486111111111,1319.4307359307359,,3
812426c8,0.962553600745018,0.776538830870436,1345.0,1304.0,811900-1,Both,43791.84,279.84000000000003,1966.486111111111,1319.4307359307359,22035.839999999997,3
519cc0a2,0.9628370707625571,0.7765053248227787,1424.0,1656.0,811900-1,Meter,,102.48000000000002,1966.486111111111,1319.4307359307359,102.48000000000002,3
d79e8a87,0.96256824299671,0.7769274432853024,1483.0,1251.0,811900-1,Meter,,290.16,1966.486111111111,1319.4307359307359,290.16,3
189733da,0.9627595860867331,0.7769584052550442,1366.0,1480.0,811900-1,Both,41464.08,,1966.486111111111,1319.4307359307359,,3
8e43bbba,0.9625457164556401,0.7762259634141202,1443.0,1445.0,811900-1,Meter,,743.88,1966.486111111111,1319.4307359307359,743.88,3
2df7262a,0.9448645879925408,0.7976904752275402,1419.0,1004.0,812104-1,Both,39456.72000000001,337.44,1865.6006944444443,1390.5314465408806,19897.080000000005,3
6011af8f,0.9447547181012048,0.7982289536800238,1393.6,1590.0589400693414,812104-1,None,,,1865.6006944444443,1390.5314465408806,,3
26e2a998,0.9447547181012048,0.7982289536800238,1393.6,1590.0589400693414,812104-1,None,,,1865.6006944444443,1390.5314465408806,,3
d99136ac,0.9447547181012048,0.7982289536800238,1393.6,1590.0589400693414,812104-1,None,,,1865.6006944444443,1390.5314465408806,,3
0bf7bdaf,0.9447547181012048,0.7982289536800238,1393.6,1590.0589400693414,812104-1,None,,,1865.6006944444443,1390.5314465408806,,3
79c3533b,0.9447547181012048,0.7982289536800238,1393.6,1590.0589400693414,812104-1,None,,,1865.6006944444443,1390.5314465408806,,3
b19e9aea,0.9447547181012048,0.7982289536800238,1393.6,1590.0589400693414,812104-1,None,,,1865.6006944444443,1390.5314465408806,,3
b8ea227e,0.9448645879925408,0.7976904752275402,1410.2,1590.0589400693414,812104-1,None,,,1865.6006944444443,1390.5314465408806,,3
7d488815,0.951554076253796,0.8153675496598822,1511.0,2220.0,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
da27a6e8,0.9515456288008934,0.8152405713021125,1511.0,2220.0,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
8ce4956c,0.9515456288008934,0.8152405713021125,1511.0,3334.230769230769,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
3287a494,0.9548897799534579,0.7967640880413001,1459.0,6008.0,811800-3,Meter,,864.72,1780.8557213930349,1428.331797235023,864.72,3
cc7eef7c,0.9548897799534579,0.7967640880413001,1459.0,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
bc716004,0.9548988236971496,0.796561906018141,1487.0,775.0,811800-3,Both,12127.68,432.00000000000006,1780.8557213930349,1428.331797235023,6279.84,3
b04509fb,0.9548988236971496,0.796561906018141,1481.0,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
ef70d5e8,0.9549119950982217,0.7965630517553564,1487.0,775.0,811800-3,Meter,,36.0,1780.8557213930349,1428.331797235023,36.0,3
ecf9dea6,0.9549119950982217,0.7965630517553564,1481.0,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
a66fe42d,0.9549251664992937,0.7965641974925859,1487.0,775.0,811800-3,Meter,,38.52,1780.8557213930349,1428.331797235023,38.52,3
7593d989,0.9549251664992937,0.7965641974925859,1479.4,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
8fd2dcf2,0.9549251664992937,0.7965641974925859,1479.4,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
08201933,0.9544033325499797,0.7968237114847483,1430.0,793.0,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
a53cc9e8,0.9541263886038998,0.797200776311854,1501.0,1339.0,811800-3,Both,43595.28,127.08000000000004,1780.8557213930349,1428.331797235023,21861.18,3
29aa63d2,0.9541263886038998,0.797200776311854,1445.4,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
67881cf1,0.9548856589215298,0.7965607602809115,1472.0,705.0,811800-3,Both,7850.879999999999,1008.72,1780.8557213930349,1428.331797235023,4429.799999999999,3
e1626647,0.9540850457755816,0.7966789155598946,1461.0,775.0,811800-3,Both,41307.84,17.16,1780.8557213930349,1428.331797235023,20662.5,3
6536e584,0.9540850457755816,0.7966789155598946,1467.6,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
85d89fe7,0.9549269023680473,0.7967666952700938,1459.0,6008.0,811800-3,Both,44083.44,532.56,1780.8557213930349,1428.331797235023,22308.0,3
4822c12f,0.9549392787147291,0.7967675613391947,1459.0,6008.0,811800-3,Both,30754.8,111.0,1780.8557213930349,1428.331797235023,15432.9,3
47e60ac4,0.9511890932848566,0.7927626594242696,1398.8,1590.0589400693414,812001-3,None,,,2143.042253521127,1406.6305732484077,,3
b2ded559,0.9289234956924908,0.7681169585880383,1359.0,1603.0,812101-2,Both,21000.96,638.04,2667.8008298755185,1348.395176252319,10819.5,0
292d12ad,0.9395977303052234,0.7853080600060593,1400.6,1860.2809667673716,812104-4,None,,,1511.2835820895523,1367.479012345679,,0
bba94a1b,0.9396025006315689,0.7854783779042123,1368.6,1860.2809667673716,812104-4,None,,,1511.2835820895523,1367.479012345679,,0
795add74,0.93948670095957,0.7858279811241289,1311.0,1550.0,812104-4,Both,27282.24,310.56,1511.2835820895523,1367.479012345679,13796.400000000001,0
00993c82,0.93948670095957,0.7858279811241289,1276.6,1860.2809667673716,812104-4,None,,,1511.2835820895523,1367.479012345679,,0
0a37cbfe,0.9395977303052234,0.7853080600060593,1400.6,1860.2809667673716,812104-4,None,,,1511.2835820895523,1367.479012345679,,0
80ac32ed,0.9394992429425777,0.785645682603672,1235.0,1163.0,812104-4,Meter,,210.96,1511.2835820895523,1367.479012345679,210.96,0
6f5c3a39,0.9394992429425777,0.785645682603672,1303.2,1860.2809667673716,812104-4,None,,,1511.2835820895523,1367.479012345679,,0
78a952e4,0.9417813405637325,0.7906711206314156,1419.0,1233.0,812104-2,Both,3782.159999999999,159.84000000000003,1255.7422360248447,1401.2662889518413,1970.9999999999995,0
fa567728,0.9417818705999927,0.7906831283183919,1419.0,1233.0,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
e92191c7,0.9417197768520822,0.7899220701115297,1463.0,987.0,812104-2,Both,41693.76,283.2,1255.7422360248447,1401.2662889518413,20988.48,0
b1cb5bf1,0.9415395512726263,0.7884113208545074,1332.0,405.0,812104-2,Both,32549.04,561.9599999999999,1255.7422360248447,1401.2662889518413,16555.5,0
931c68f2,0.9413112050261709,0.790495543167907,1431.4,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
b8e7635e,0.9416335333270531,0.7888802341121846,1437.0,863.0,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
7dffa168,0.9417394279464375,0.7901388941151168,1412.0,916.0,812104-2,Both,16252.56,761.28,1255.7422360248447,1401.2662889518413,8506.92,0
24dc8599,0.9416037187874053,0.789430936768909,1441.0,1145.0,812104-2,Meter,,286.56,1255.7422360248447,1401.2662889518413,286.56,0
5064b95a,0.9416037187874053,0.789430936768909,1375.6,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
cd2bf461,0.9419345939229871,0.7902610910498282,1363.0,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
218a0aef,0.9419345939229871,0.7902610910498282,1418.6,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
de5b4482,0.9412116907182728,0.7893118703130853,1431.0,1004.0,812104-2,Both,84.96000000000001,,1255.7422360248447,1401.2662889518413,,0
f3dcbec7,0.9412218939162891,0.7894301970015789,1400.0,1586.0,812104-2,Both,51243.84,343.0799999999999,1255.7422360248447,1401.2662889518413,25793.46,0
5472f94f,0.9418905412842911,0.7906471323221211,1426.0,969.0,812104-2,Meter,,374.4,1255.7422360248447,1401.2662889518413,374.4,0
b6b3de22,0.9413982634819504,0.7908053523177614,1479.0,2590.0,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
673cc0ad,0.9413982634819504,0.7908053523177614,1453.0,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
9a8af6e5,0.9413982634819504,0.7908053523177614,1453.0,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
ebbc7d7b,0.9413982634819504,0.7908053523177614,1453.0,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
b64c815a,0.9413982634819504,0.7908053523177614,1453.0,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
515fb7cf,0.9413982634819504,0.7908053523177614,1453.0,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
30906c9d,0.9413982634819504,0.7908053523177614,1453.0,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
0237a32d,0.9417802871166643,0.7906471052574631,1419.0,1233.0,812104-2,Both,496.8,112.68,1255.7422360248447,1401.2662889518413,304.74,0
5963898a,0.9417808171529245,0.7906591129444394,1419.0,1233.0,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
e35190d6,0.9415055295701578,0.7893679843724328,1457.0,846.0,812104-2,Both,24270.48,95.04,1255.7422360248447,1401.2662889518413,12182.76,0
c0c48ed5,0.9417296023992563,0.7900304821133375,1412.0,916.0,812104-2,Both,23461.92000000001,296.76,1255.7422360248447,1401.2662889518413,11879.340000000004,0
8bf9b44b,0.9413017968825486,0.790377090177671,1444.0,1462.0,812104-2,Both,7461.360000000001,936.36,1255.7422360248447,1401.2662889518413,4198.860000000001,0
e0d76151,0.9413017968825486,0.790377090177671,1425.2,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
8e91b995,0.9415055295701578,0.7893679843724328,1390.8,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
9d34995b,0.9415393525090252,0.790789708944942,1448.0,1251.0,812104-2,Meter,,367.08,1255.7422360248447,1401.2662889518413,367.08,0
b16d7f31,0.9415393525090252,0.790789708944942,1436.8,1860.2809667673716,812104-2,None,,,1255.7422360248447,1401.2662889518413,,0
8eeb0b65,0.9412256372973786,0.7886776731837983,1429.0,899.0,812104-2,Both,37664.64,126.72,1255.7422360248447,1401.2662889518413,18895.68,0
ef6219f6,0.9415547235605786,0.7887318566308181,1398.0,705.0,812104-2,Both,30286.80000000001,371.76,1255.7422360248447,1401.2662889518413,15329.280000000004,0
e079be09,0.9418913429641336,0.790657967207224,1426.0,969.0,812104-2,Both,7008.480000000001,953.64,1255.7422360248447,1401.2662889518413,3981.060000000001,0
c6d10b3f,0.9412422936868587,0.7896668594001142,1225.0,1004.0,812104-2,Both,24078.960000000003,129.36,1255.7422360248447,1401.2662889518413,12104.160000000002,0
020a17ae,0.941232090488846,0.7895485236900726,1225.0,1004.0,812104-2,Both,42654.96000000001,188.04,1255.7422360248447,1401.2662889518413,21421.500000000004,0
11328d4c,0.9417099446794488,0.7898136671312699,1463.0,987.0,812104-2,Both,28268.639999999992,335.04,1255.7422360248447,1401.2662889518413,14301.839999999997,0
620970bf,0.9417001191322747,0.7897052551294621,1279.0,1515.0,812104-2,Both,30957.119999999995,839.2800000000001,1255.7422360248447,1401.2662889518413,15898.199999999997,0
4ec56a19,0.9277287395667315,0.7856195110785649,1369.0,617.0,812103-2,None,,,3941.462857142857,1381.622340425532,,0
9494ba37,0.9513659266322456,0.8177094545902008,1365.0,12949.0,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
923f5b08,0.9512341463669927,0.8155137168607922,1390.0,2537.0,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
016327ff,0.9510857362140683,0.815547791266269,1405.0,3013.0,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
932713f6,0.9511599412905305,0.8155307495527495,1390.0,2537.0,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
24bb0606,0.9490986965281998,0.781438355083651,1497.0,740.0,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
6ead66be,0.9490329985337169,0.7813547072447022,1384.0,863.0,812002-1,Both,26124.480000000003,447.72,1323.8452722063037,1375.544776119403,13286.100000000002,0
1a08d050,0.9489434621584216,0.7818391826812245,1335.0,899.0,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
f162d55c,0.9490492706469134,0.78175627460962,1497.0,987.0,812002-1,Both,30563.28,431.76,1323.8452722063037,1375.544776119403,15497.519999999999,0
f6aee9ec,0.948925010271104,0.7824379431505264,1326.0,758.0,812002-1,Meter,,425.4,1323.8452722063037,1375.544776119403,425.4,0
b7838859,0.9488538529031416,0.7809027364634602,1309.0,1022.0,812002-1,Both,48238.560000000005,1075.6799999999998,1323.8452722063037,1375.544776119403,24657.120000000003,0
d65fa254,0.9489258384527623,0.7814054264153896,1244.0,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
e6cc4731,0.9491949908658128,0.7824647552058934,1207.0,1163.0,812002-1,Meter,,338.76000000000005,1323.8452722063037,1375.544776119403,338.76000000000005,0
ff388b72,0.948855973048186,0.7813019582246028,1281.0,1342.1581027667985,812002-1,None,,,1323.8452722063037,1375.544776119403,,0
abe09c85,0.9490322498575026,0.7813370159793607,1384.0,863.0,812002-1,Meter,,381.24,1323.8452722063037,1375.544776119403,381.24,0
2f01c405,0.9491271528499361,0.7819392136603369,1321.0,1251.0,812002-1,Both,24657.84,613.68,1323.8452722063037,1375.544776119403,12635.76,0
c9c40f71,0.9556486527438928,0.7938871057839663,1315.0,1590.0589400693414,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
45da3a88,0.9556811505921132,0.7930806691657466,1293.0,1075.0,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
68c16a4c,0.9555821000659428,0.7930813457822268,1485.0,1339.0,811800-5,Both,792.0,195.48,1463.0561224489795,1412.7582938388625,493.74,3
a72bddcd,0.9557976591876098,0.7934192931557362,1254.0,1709.0,811800-5,Both,177.11999999999998,526.9200000000001,1463.0561224489795,1412.7582938388625,352.02000000000004,3
9396fcc4,0.9557976591876098,0.7934192931557362,1402.2,1590.0589400693414,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
cf9e8139,0.9553702511980937,0.7938667892467208,1470.0,1269.0,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
8f7dec54,0.9553702511980937,0.7938667892467208,1465.8,1590.0589400693414,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
79c57129,0.9558829884000843,0.7940247025095601,1421.0,1075.0,811800-5,Both,18313.92,296.4,1463.0561224489795,1412.7582938388625,9305.16,3
1e76ea3a,0.9558829884000843,0.7940247025095601,1378.0,1590.0589400693414,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
79286111,0.9554606886350285,0.7938845977922426,1465.8,1590.0589400693414,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
87f9ff0a,0.9554511148550802,0.7932373374542863,1445.0,1590.0589400693414,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
a74a2896,0.9554344187128727,0.7939858015732426,1468.0,934.0,811800-5,Both,28243.44,228.36,1463.0561224489795,1412.7582938388625,14235.9,3
101c9052,0.9554344187128727,0.7939858015732426,1465.8,1590.0589400693414,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
826cdc86,0.9554023780209278,0.7939830229349383,1470.0,1269.0,811800-5,Both,1865.5200000000004,87.96000000000001,1463.0561224489795,1412.7582938388625,976.7400000000002,3
9eeaa305,0.9554023780209278,0.7939830229349383,1465.8,1590.0589400693414,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
b7ae5be3,0.9556269543844778,0.7932267732157783,1485.0,1339.0,811800-5,Both,35316.72,295.8,1463.0561224489795,1412.7582938388625,17806.260000000002,3
b50652d5,0.9556269543844778,0.7932267732157783,1445.0,1590.0589400693414,811800-5,None,,,1463.0561224489795,1412.7582938388625,,3
0a4a395d,0.9557262699287818,0.7939004125745583,1426.0,828.0,811800-5,Both,34633.44,336.24,1463.0561224489795,1412.7582938388625,17484.84,3
ff5ff20a,0.9511890932848566,0.7927626594242696,1398.8,1590.0589400693414,812001-3,None,,,2143.042253521127,1406.6305732484077,,3
72288659,0.9431688827372255,0.7467960789191466,1179.2,1365.9029126213593,812101-1,None,,,1580.1323763955343,1311.4172015404365,,2
8822a705,0.9316784916652097,0.7357065965802718,1041.0,1365.9029126213593,812101-2,None,,,2667.8008298755185,1348.395176252319,,2
e54282fe,0.9386625082020359,0.7438740791125866,1104.0,1365.9029126213593,812101-1,None,,,1580.1323763955343,1311.4172015404365,,2
9941f18f,0.9313776629601449,0.7357518577114206,1237.0,916.0,812101-2,None,,,2667.8008298755185,1348.395176252319,,2
a0861ad8,0.9448461824833956,0.8014069310299874,1399.4,3334.230769230769,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
dc7feed4,0.9574082074922323,0.7751641356534549,1234.0,934.0,812002-2,Both,20918.16,,1720.4716981132076,1321.015503875969,,0
1b0c3233,0.9581549623286634,0.7758008407744512,1494.0,1727.0,812002-2,Both,36646.56,280.68000000000006,1720.4716981132076,1321.015503875969,18463.62,0
be385468,0.9577092349608982,0.7754272041374719,1401.0,1039.0,812002-2,Both,18406.800000000003,,1720.4716981132076,1321.015503875969,,0
892dbfe2,0.9576963219525041,0.7755970709579714,1401.0,1039.0,812002-2,Both,18678.960000000003,243.12,1720.4716981132076,1321.015503875969,9461.04,0
e9219cb1,0.9575662908069091,0.7752923589855243,1317.0,1462.0,812002-2,Both,9628.56,662.6400000000001,1720.4716981132076,1321.015503875969,5145.599999999999,0
656188b2,0.9511890932848566,0.7927626594242696,1398.8,1590.0589400693414,812001-3,None,,,2143.042253521127,1406.6305732484077,,3
984cdaf1,0.957401449529911,0.775971438340747,1050.0,1342.1581027667985,812002-2,None,,,1720.4716981132076,1321.015503875969,,0
